,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,php-usd-rate,PSE-index-Open,PSE-index-High,PSE-index-Low,PSE-index-Close,PSE-index-Adj Close,PSE-index-Volume
32,125.779,7.3899,09/08/2017,"Wed - Aug 9, 2017",3:00:00,RAPE (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,Not Indicated,03:00 - 03:59,Wednesday,50.388000000000005,8007.25,8011.589844,7940.970215,7985.830078,7985.830078,148900
33,125.615,7.336760000000001,09/08/2017,"Wed - Aug 9, 2017",8:00:00,MURDER,New Malitbog,Panabo City,Shooting,08:00 - 08:59,Wednesday,50.388000000000005,8007.25,8011.589844,7940.970215,7985.830078,7985.830078,148900
34,125.8,7.47628,09/08/2017,"Wed - Aug 9, 2017",4:00:00,ROBBERY,La Filipina,Tagum City,Hold-Up W/ Sharp Object,04:00 - 04:59,Wednesday,50.388000000000005,8007.25,8011.589844,7940.970215,7985.830078,7985.830078,148900
35,125.61399999999999,7.33484,09/08/2017,"Wed - Aug 9, 2017",13:45:00,PHYSICAL INJURIES,New Malitbog,Panabo City,Mauling,13:00 - 13:59,Wednesday,50.388000000000005,8007.25,8011.589844,7940.970215,7985.830078,7985.830078,148900
36,125.822,7.43005,09/08/2017,"Wed - Aug 9, 2017",3:30:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,03:00 - 03:59,Wednesday,50.388000000000005,8007.25,8011.589844,7940.970215,7985.830078,7985.830078,148900
37,125.805,7.45005,09/08/2017,"Wed - Aug 9, 2017",8:20:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,08:00 - 08:59,Wednesday,50.388000000000005,8007.25,8011.589844,7940.970215,7985.830078,7985.830078,148900
38,125.667,7.273689999999999,11/08/2017,"Fri - Aug 11, 2017",14:50:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,14:00 - 14:59,Friday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
39,125.73200000000001,7.08264,12/08/2017,"Sat - Aug 12, 2017",21:11:00,Drug Related Incident (RA 9165),Licup,Samal City,Not Indicated,21:00 - 21:59,Saturday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
40,125.70700000000001,7.292489999999999,12/08/2017,"Sat - Aug 12, 2017",21:10:00,THEFT,San Pedro,Panabo City,Salisi,21:00 - 21:59,Saturday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
41,125.77600000000001,7.462219999999999,12/08/2017,"Sat - Aug 12, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),06:00 - 06:59,Saturday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
42,125.81200000000001,7.44233,12/08/2017,"Sat - Aug 12, 2017",6:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),06:00 - 06:59,Saturday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
43,125.804,7.4577800000000005,13/08/2017,"Sun - Aug 13, 2017",7:30:00,ROBBERY,Magugpo West,Tagum City,Crowbar/Destroying Lock,07:00 - 07:59,Sunday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
44,125.818,7.452139999999999,13/08/2017,"Sun - Aug 13, 2017",11:30:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Hacking,11:00 - 11:59,Sunday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
45,125.686,7.3062,13/08/2017,"Sun - Aug 13, 2017",17:50:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,17:00 - 17:59,Sunday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
46,125.67,7.283189999999999,13/08/2017,"Sun - Aug 13, 2017",21:30:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,21:00 - 21:59,Sunday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
47,125.803,7.45005,13/08/2017,"Sun - Aug 13, 2017",22:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,22:00 - 22:59,Sunday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
48,125.773,7.44435,13/08/2017,"Sun - Aug 13, 2017",19:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Stabbing/Hacking,19:00 - 19:59,Sunday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
49,125.79700000000001,7.452369999999999,13/08/2017,"Sun - Aug 13, 2017",23:00:00,ROBBERY,Magugpo East,Tagum City,Hold-Up W/ Sharp Object,23:00 - 23:59,Sunday,50.688,7953.890137,7953.890137,7873.310059,7928.430176000001,7928.430176000001,108800
50,125.73299999999999,7.08245,14/08/2017,"Mon - Aug 14, 2017",10:00:00,MURDER,Licup,Samal City,Shooting,10:00 - 10:59,Monday,51.00899999999999,7954.890137,7973.339844,7951.569823999999,7962.120117,7962.120117,105400
51,125.588,7.3086199999999995,14/08/2017,"Mon - Aug 14, 2017",12:00:00,THEFT,Kauswagan,Panabo City,Salisi,12:00 - 12:59,Monday,51.00899999999999,7954.890137,7973.339844,7951.569823999999,7962.120117,7962.120117,105400
52,125.771,6.9161600000000005,14/08/2017,"Mon - Aug 14, 2017",6:00:00,THEFT,San Remigio,Samal City,Salisi (Establishment),06:00 - 06:59,Monday,51.00899999999999,7954.890137,7973.339844,7951.569823999999,7962.120117,7962.120117,105400
53,125.805,7.44384,15/08/2017,"Tue - Aug 15, 2017",0:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Mauling,00:00 - 00:59,Tuesday,50.983000000000004,8003.080078,8009.410156,7964.330078,8009.410156,8009.410156,139300
54,125.77600000000001,7.46214,15/08/2017,"Tue - Aug 15, 2017",12:30:00,Drug Related Incident (RA 9165),Mankilam,Tagum City,Not Indicated,12:00 - 12:59,Tuesday,50.983000000000004,8003.080078,8009.410156,7964.330078,8009.410156,8009.410156,139300
55,125.80799999999999,7.43543,15/08/2017,"Tue - Aug 15, 2017",16:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,16:00 - 16:59,Tuesday,50.983000000000004,8003.080078,8009.410156,7964.330078,8009.410156,8009.410156,139300
56,125.67200000000001,7.328310000000001,15/08/2017,"Tue - Aug 15, 2017",16:30:00,Drug Related Incident (RA 9165),Quezon,Panabo City,Not Indicated,16:00 - 16:59,Tuesday,50.983000000000004,8003.080078,8009.410156,7964.330078,8009.410156,8009.410156,139300
57,125.671,7.3282,15/08/2017,"Tue - Aug 15, 2017",16:30:00,Drug Related Incident (RA 9165),Quezon,Panabo City,Not Indicated,16:00 - 16:59,Tuesday,50.983000000000004,8003.080078,8009.410156,7964.330078,8009.410156,8009.410156,139300
58,125.773,7.46656,15/08/2017,"Tue - Aug 15, 2017",20:00:00,RAPE (Art. 266-A RC & R.A.8353),Mankilam,Tagum City,Not Indicated,20:00 - 20:59,Tuesday,50.983000000000004,8003.080078,8009.410156,7964.330078,8009.410156,8009.410156,139300
59,125.806,7.43307,16/08/2017,"Wed - Aug 16, 2017",2:38:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Wednesday,51.217,8015.689941,8082.490234000001,7996.009765999999,8046.589844,8046.589844,152700
60,125.79899999999999,7.46041,16/08/2017,"Wed - Aug 16, 2017",14:00:00,THEFT,Magugpo West,Tagum City,Salisi,14:00 - 14:59,Wednesday,51.217,8015.689941,8082.490234000001,7996.009765999999,8046.589844,8046.589844,152700
61,125.818,7.4508,16/08/2017,"Wed - Aug 16, 2017",18:40:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,18:00 - 18:59,Wednesday,51.217,8015.689941,8082.490234000001,7996.009765999999,8046.589844,8046.589844,152700
62,125.811,7.4352100000000005,16/08/2017,"Wed - Aug 16, 2017",19:30:00,MURDER,Visayan Village,Tagum City,Shooting,19:00 - 19:59,Wednesday,51.217,8015.689941,8082.490234000001,7996.009765999999,8046.589844,8046.589844,152700
63,125.68299999999999,7.30041,16/08/2017,"Wed - Aug 16, 2017",4:30:00,THEFT,New Pandan (Pob.),Panabo City,Salisi (Establishment),04:00 - 04:59,Wednesday,51.217,8015.689941,8082.490234000001,7996.009765999999,8046.589844,8046.589844,152700
64,125.803,7.4313899999999995,17/08/2017,"Thu - Aug 17, 2017",18:34:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,18:00 - 18:59,Thursday,51.438,8084.410156,8105.009765999999,8049.609863,8072.75,8072.75,117300
65,125.79899999999999,7.46108,17/08/2017,"Thu - Aug 17, 2017",13:00:00,THEFT,Magugpo West,Tagum City,Salisi,13:00 - 13:59,Thursday,51.438,8084.410156,8105.009765999999,8049.609863,8072.75,8072.75,117300
66,125.805,7.447430000000001,17/08/2017,"Thu - Aug 17, 2017",7:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,07:00 - 07:59,Thursday,51.438,8084.410156,8105.009765999999,8049.609863,8072.75,8072.75,117300
67,125.818,7.43929,18/08/2017,"Fri - Aug 18, 2017",17:30:00,PHYSICAL INJURIES,Apokon,Tagum City,Mauling,17:00 - 17:59,Friday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
68,125.824,7.4938199999999995,19/08/2017,"Sat - Aug 19, 2017",17:25:00,PHYSICAL INJURIES,Cuambogan,Tagum City,Shooting,17:00 - 17:59,Saturday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
69,125.736,7.040030000000001,19/08/2017,"Sat - Aug 19, 2017",22:00:00,PHYSICAL INJURIES,Del Monte,Samal City,Hacking,22:00 - 22:59,Saturday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
70,125.677,7.29904,19/08/2017,"Sat - Aug 19, 2017",21:10:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,21:00 - 21:59,Saturday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
71,125.758,7.06882,19/08/2017,"Sat - Aug 19, 2017",8:00:00,RAPE (Art. 266-A RC & R.A.8353),Guilon,Samal City,"Force, Threat and Intimidation",08:00 - 08:59,Saturday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
72,125.8,7.458819999999999,20/08/2017,"Sun - Aug 20, 2017",2:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,02:00 - 02:59,Sunday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
73,125.801,7.43337,20/08/2017,"Sun - Aug 20, 2017",7:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,07:00 - 07:59,Sunday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
74,125.78299999999999,7.45982,20/08/2017,"Sun - Aug 20, 2017",15:20:00,Drug Related Incident (RA 9165),Mankilam,Tagum City,Not Indicated,15:00 - 15:59,Sunday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
75,125.804,7.44448,20/08/2017,"Sun - Aug 20, 2017",20:47:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,20:00 - 20:59,Sunday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
76,125.79899999999999,7.46046,20/08/2017,"Sun - Aug 20, 2017",2:00:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Stabbing/Hacking,02:00 - 02:59,Sunday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
77,125.81200000000001,7.455710000000001,20/08/2017,"Sun - Aug 20, 2017",15:45:00,THEFT,Magugpo North,Tagum City,Salisi,15:00 - 15:59,Sunday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,78100
78,125.8,7.47763,21/08/2017,"Mon - Aug 21, 2017",7:42:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),07:00 - 07:59,Monday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,80514400
79,125.785,7.41445,21/08/2017,"Mon - Aug 21, 2017",18:40:00,THEFT,Canocotan,Tagum City,Cable/Electric Meter,18:00 - 18:59,Monday,51.301,8079.0,8079.0,8015.680176000001,8016.72998,8016.72998,80514400
80,125.666,7.27338,22/08/2017,"Tue - Aug 22, 2017",16:05:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,16:00 - 16:59,Tuesday,51.494,8018.140137,8026.310059,7969.740234000001,8015.930176000001,8015.930176000001,111500
81,125.822,7.43584,22/08/2017,"Tue - Aug 22, 2017",11:30:00,ROBBERY,Apokon,Tagum City,Breaking and Entering,11:00 - 11:59,Tuesday,51.494,8018.140137,8026.310059,7969.740234000001,8015.930176000001,8015.930176000001,111500
82,125.804,7.4314800000000005,22/08/2017,"Tue - Aug 22, 2017",5:00:00,ROBBERY,Visayan Village,Tagum City,With Violence Against or Intimidation of Persons,05:00 - 05:59,Tuesday,51.494,8018.140137,8026.310059,7969.740234000001,8015.930176000001,8015.930176000001,111500
83,125.818,7.4489,22/08/2017,"Tue - Aug 22, 2017",16:30:00,ROBBERY,Magugpo East,Tagum City,Breaking and Entering,16:00 - 16:59,Tuesday,51.494,8018.140137,8026.310059,7969.740234000001,8015.930176000001,8015.930176000001,111500
84,125.801,7.4362,22/08/2017,"Tue - Aug 22, 2017",18:39:00,HOMICIDE,Visayan Village,Tagum City,Shooting,18:00 - 18:59,Tuesday,51.494,8018.140137,8026.310059,7969.740234000001,8015.930176000001,8015.930176000001,111500
85,125.802,7.427110000000001,22/08/2017,"Tue - Aug 22, 2017",19:00:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Stabbing/Hacking,19:00 - 19:59,Tuesday,51.494,8018.140137,8026.310059,7969.740234000001,8015.930176000001,8015.930176000001,111500
86,125.805,7.4466,23/08/2017,"Wed - Aug 23, 2017",15:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),15:00 - 15:59,Wednesday,51.376999999999995,8027.970215,8028.899901999999,7998.75,7998.75,7998.75,87800
87,125.814,7.456160000000001,23/08/2017,"Wed - Aug 23, 2017",22:00:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,22:00 - 22:59,Wednesday,51.376999999999995,8027.970215,8028.899901999999,7998.75,7998.75,7998.75,87800
88,125.795,7.456580000000001,23/08/2017,"Wed - Aug 23, 2017",19:25:00,MURDER,Mankilam,Tagum City,Shooting,19:00 - 19:59,Wednesday,51.376999999999995,8027.970215,8028.899901999999,7998.75,7998.75,7998.75,87800
89,125.65899999999999,7.321560000000001,23/08/2017,"Wed - Aug 23, 2017",17:00:00,Drug Related Incident (RA 9165),Datu Abdul Dadia,Panabo City,Not Indicated,17:00 - 17:59,Wednesday,51.376999999999995,8027.970215,8028.899901999999,7998.75,7998.75,7998.75,87800
90,125.78299999999999,7.4626,24/08/2017,"Thu - Aug 24, 2017",8:50:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,08:00 - 08:59,Thursday,51.202,8023.399901999999,8023.399901999999,7978.859863,8004.930176000001,8004.930176000001,75900
91,125.588,7.3976,24/08/2017,"Thu - Aug 24, 2017",9:30:00,PHYSICAL INJURIES,A. O. Floirendo,Panabo City,Mauling,09:00 - 09:59,Thursday,51.202,8023.399901999999,8023.399901999999,7978.859863,8004.930176000001,8004.930176000001,75900
92,125.81700000000001,7.46005,25/08/2017,"Fri - Aug 25, 2017",7:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),07:00 - 07:59,Friday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
93,125.75200000000001,7.091989999999999,25/08/2017,"Fri - Aug 25, 2017",0:30:00,PHYSICAL INJURIES,Tagbitan-Ag,Samal City,Shooting,00:00 - 00:59,Friday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
94,125.80799999999999,7.448119999999999,25/08/2017,"Fri - Aug 25, 2017",14:30:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,14:00 - 14:59,Friday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
95,125.789,7.422689999999999,25/08/2017,"Fri - Aug 25, 2017",16:35:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,16:00 - 16:59,Friday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
96,125.835,7.47107,26/08/2017,"Sat - Aug 26, 2017",1:00:00,THEFT,Magdum,Tagum City,Plain Theft,01:00 - 01:59,Saturday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
97,125.803,7.41748,26/08/2017,"Sat - Aug 26, 2017",9:04:00,MURDER,Visayan Village,Tagum City,Shooting,09:00 - 09:59,Saturday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
98,125.686,7.306260000000001,26/08/2017,"Sat - Aug 26, 2017",11:00:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,11:00 - 11:59,Saturday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
99,125.822,7.4168,27/08/2017,"Sun - Aug 27, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),04:00 - 04:59,Sunday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
100,125.757,6.92391,27/08/2017,"Sun - Aug 27, 2017",21:00:00,PHYSICAL INJURIES,Libertad,Samal City,Hacking,21:00 - 21:59,Sunday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
101,125.806,7.4419699999999995,27/08/2017,"Sun - Aug 27, 2017",3:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,03:00 - 03:59,Sunday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
102,125.805,7.44716,27/08/2017,"Sun - Aug 27, 2017",21:05:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,21:00 - 21:59,Sunday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
103,125.81299999999999,7.457839999999999,27/08/2017,"Sun - Aug 27, 2017",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),22:00 - 22:59,Sunday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
104,125.78200000000001,7.46088,27/08/2017,"Sun - Aug 27, 2017",23:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,23:00 - 23:59,Sunday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
105,125.78399999999999,7.458239999999999,27/08/2017,"Sun - Aug 27, 2017",23:00:00,THEFT,Mankilam,Tagum City,Salisi (Establishment),23:00 - 23:59,Sunday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
106,125.822,7.43607,28/08/2017,"Mon - Aug 28, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,03:00 - 03:59,Monday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
107,125.806,7.432939999999999,28/08/2017,"Mon - Aug 28, 2017",12:50:00,MURDER,Visayan Village,Tagum City,Shooting,12:00 - 12:59,Monday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
108,125.81200000000001,7.39728,28/08/2017,"Mon - Aug 28, 2017",21:30:00,HOMICIDE,Madaum,Tagum City,Shooting,21:00 - 21:59,Monday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
109,125.806,7.44918,28/08/2017,"Mon - Aug 28, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),21:00 - 21:59,Monday,51.05,8018.200195,8031.5,8009.720215,8015.140137,8015.140137,88900
110,125.79799999999999,7.46052,29/08/2017,"Tue - Aug 29, 2017",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),02:00 - 02:59,Tuesday,51.095,8036.040039,8036.040039,7931.779785,7948.390137,7948.390137,113000
111,125.82,7.4504600000000005,30/08/2017,"Wed - Aug 30, 2017",3:00:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),03:00 - 03:59,Wednesday,51.159,7978.799805,7984.379883,7912.430176000001,7956.72998,7956.72998,102900
112,125.801,7.45182,30/08/2017,"Wed - Aug 30, 2017",9:00:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,09:00 - 09:59,Wednesday,51.159,7978.799805,7984.379883,7912.430176000001,7956.72998,7956.72998,102900
113,125.81200000000001,7.381710000000001,30/08/2017,"Wed - Aug 30, 2017",15:30:00,MURDER,Madaum,Tagum City,Shooting,15:00 - 15:59,Wednesday,51.159,7978.799805,7984.379883,7912.430176000001,7956.72998,7956.72998,102900
114,125.801,7.4753,30/08/2017,"Wed - Aug 30, 2017",20:45:00,MURDER,La Filipina,Tagum City,Shooting,20:00 - 20:59,Wednesday,51.159,7978.799805,7984.379883,7912.430176000001,7956.72998,7956.72998,102900
115,125.803,7.4485399999999995,31/08/2017,"Thu - Aug 31, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),05:00 - 05:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
116,125.82799999999999,7.4222399999999995,31/08/2017,"Thu - Aug 31, 2017",10:00:00,THEFT,Apokon,Tagum City,Bag Snatching,10:00 - 10:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
117,125.678,7.27655,31/08/2017,"Thu - Aug 31, 2017",21:10:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,21:00 - 21:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
118,125.693,7.3033,31/08/2017,"Thu - Aug 31, 2017",22:45:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,22:00 - 22:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
119,125.806,7.44767,31/08/2017,"Thu - Aug 31, 2017",13:47:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,13:00 - 13:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
120,125.816,7.38807,31/08/2017,"Thu - Aug 31, 2017",5:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,05:00 - 05:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
121,125.816,7.389130000000001,31/08/2017,"Thu - Aug 31, 2017",17:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,17:00 - 17:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
122,125.81,7.38015,31/08/2017,"Thu - Aug 31, 2017",5:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,05:00 - 05:59,Thursday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
123,125.806,7.45603,01/09/2017,"Fri - Sep 1, 2017",9:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,09:00 - 09:59,Friday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
124,125.79700000000001,7.4345,02/09/2017,"Sat - Sep 2, 2017",5:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,05:00 - 05:59,Saturday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
125,125.805,7.441730000000001,02/09/2017,"Sat - Sep 2, 2017",2:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo Poblacion,Tagum City,Not Indicated,02:00 - 02:59,Saturday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
126,125.803,7.4503699999999995,03/09/2017,"Sun - Sep 3, 2017",16:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,16:00 - 16:59,Sunday,51.166000000000004,7975.509765999999,7976.299805,7943.209961,7958.569823999999,7958.569823999999,195900
127,125.824,7.42122,04/09/2017,"Mon - Sep 4, 2017",0:58:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),00:00 - 00:59,Monday,51.17100000000001,8035.200195,8035.200195,8035.200195,8035.200195,8035.200195,0
128,125.76899999999999,6.927239999999999,04/09/2017,"Mon - Sep 4, 2017",7:30:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Others),07:00 - 07:59,Monday,51.17100000000001,8035.200195,8035.200195,8035.200195,8035.200195,8035.200195,0
129,125.803,7.456460000000001,04/09/2017,"Mon - Sep 4, 2017",3:57:00,THEFT,Magugpo West,Tagum City,Salisi,03:00 - 03:59,Monday,51.17100000000001,8035.200195,8035.200195,8035.200195,8035.200195,8035.200195,0
130,125.816,7.39186,04/09/2017,"Mon - Sep 4, 2017",18:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,18:00 - 18:59,Monday,51.17100000000001,8035.200195,8035.200195,8035.200195,8035.200195,8035.200195,0
131,125.77600000000001,7.4439,04/09/2017,"Mon - Sep 4, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),07:00 - 07:59,Monday,51.17100000000001,8035.200195,8035.200195,8035.200195,8035.200195,8035.200195,0
132,125.633,7.33246,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold-Up W/ Gun,18:00 - 18:59,Tuesday,51.183,8038.279785,8049.350098000001,7995.129883,8049.350098000001,8049.350098000001,152700
133,125.678,7.28672,05/09/2017,"Tue - Sep 5, 2017",18:20:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,18:00 - 18:59,Tuesday,51.183,8038.279785,8049.350098000001,7995.129883,8049.350098000001,8049.350098000001,152700
134,125.67299999999999,7.311560000000001,05/09/2017,"Tue - Sep 5, 2017",23:35:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,23:00 - 23:59,Tuesday,51.183,8038.279785,8049.350098000001,7995.129883,8049.350098000001,8049.350098000001,152700
135,125.63600000000001,7.332330000000001,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold Up,18:00 - 18:59,Tuesday,51.183,8038.279785,8049.350098000001,7995.129883,8049.350098000001,8049.350098000001,152700
136,125.816,7.43575,06/09/2017,"Wed - Sep 6, 2017",23:50:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,23:00 - 23:59,Wednesday,51.118,8025.240234000001,8027.220215,7972.620117,7983.970215,7983.970215,155800
137,125.803,7.4305,06/09/2017,"Wed - Sep 6, 2017",0:00:00,THEFT,Visayan Village,Tagum City,Salisi,00:00 - 00:59,Wednesday,51.118,8025.240234000001,8027.220215,7972.620117,7983.970215,7983.970215,155800
