,lng,lat,date,customdate,time,crime,barangay,city,modus,time_bin,day,1_nearest_feature,1_nearest_feature_distance,2_nearest_feature,2_nearest_feature_distance,3_nearest_feature,3_nearest_feature_distance,4_nearest_feature,4_nearest_feature_distance,5_nearest_feature,5_nearest_feature_distance
812,125.79899999999999,7.45903,29/05/2018,"Tue - May 29, 2018",23:00:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,23:00 - 23:59,Tuesday,Highway Residential,100,Residential Building,100,Highway,140,Bank,170,Commercial Building,170
813,125.709,7.10123,31/05/2018,"Thu - May 31, 2018",20:50:00,Drug Related Incident (RA 9165),Mambago-A,Samal City,Not Indicated,20:00 - 20:59,Thursday,Highway Secondary,60,Commercial Building,300,School,300,Residential Building,400,Highway Tertiary,500
814,125.773,7.443460000000001,31/05/2018,"Thu - May 31, 2018",11:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),11:00 - 11:59,Thursday,Highway Secondary,40,Highway Residential,170,Highway,190,,,,
815,125.602,7.3474,15/03/2018,"Thu - Mar 15, 2018",11:00:00,RAPE (Art. 266-A RC & R.A.8353),Manay,Panabo City,Grave Abuse of Authority,11:00 - 11:59,Thursday,Commercial Building,10,Highway Residential,30,School,30,Highway Tertiary,50,Highway Pedestrian,70
816,125.67,7.32603,21/04/2018,"Sat - Apr 21, 2018",10:00:00,PHYSICAL INJURIES,Quezon,Panabo City,Hitting With Hard Object,10:00 - 10:59,Saturday,Commercial Building,10,Highway Residential,10,Highway Tertiary,120,,,,
817,125.58,7.39675,02/06/2018,"Sat - Jun 2, 2018",16:20:00,THEFT,A. O. Floirendo,Panabo City,Plain Theft,16:00 - 16:59,Saturday,Highway Tertiary,30,School,100,Highway,110,Residential Building,120,Highway Residential,160
818,125.81700000000001,7.391769999999999,02/06/2018,"Sat - Jun 2, 2018",11:00:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,11:00 - 11:59,Saturday,Highway Tertiary,600,Highway Residential,800,Residential Building,800,Cemetery,1200,Commercial Building,1200
819,125.803,7.450819999999999,03/06/2018,"Sun - Jun 3, 2018",4:00:00,ROBBERY,Magugpo Poblacion,Tagum City,Hold-Up W/ Sharp Object,04:00 - 04:59,Sunday,Highway,40,Highway Primary,50,Highway Tertiary,60,Mall,60,Commercial Building,70
820,125.771,7.44297,02/06/2018,"Sat - Jun 2, 2018",4:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Destroying Window,04:00 - 04:59,Saturday,Highway Secondary,30,Highway Residential,50,Tourist Attraction,70,Hotel,400,Gas Station,500
821,125.79799999999999,7.4611600000000005,04/06/2018,"Mon - Jun 4, 2018",2:00:00,MURDER,Magugpo West,Tagum City,Stabbing/Hacking,02:00 - 02:59,Monday,Commercial Building,20,Transport Terminal,20,Highway,30,Highway Pedestrian,40,Highway Tertiary,40
822,125.67200000000001,7.117939999999999,01/06/2018,"Fri - Jun 1, 2018",22:52:00,THEFT,Caliclic (Dangca-An),Samal City,Salisi (Cellphone),22:00 - 22:59,Friday,Commercial Building,40,Highway Tertiary,40,Beach,80,,,,
823,125.803,7.44924,26/05/2018,"Sat - May 26, 2018",8:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,08:00 - 08:59,Saturday,Highway Pedestrian,10,Greenfield,60,Highway Tertiary,60,School,60,Tourist Attraction,60
824,125.79700000000001,7.46201,04/06/2018,"Mon - Jun 4, 2018",23:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),23:00 - 23:59,Monday,Highway Residential,20,Highway,90,Commercial Building,140,Transport Terminal,140,Highway Secondary,160
825,125.816,7.3918800000000005,01/06/2018,"Fri - Jun 1, 2018",10:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Madaum,Tagum City,Swpu (Stolen While Parked),10:00 - 10:59,Friday,Highway Residential,700,Residential Building,700,Highway Tertiary,800,Cemetery,1100,Commercial Building,1200
826,125.803,7.46288,05/06/2018,"Tue - Jun 5, 2018",19:22:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),19:00 - 19:59,Tuesday,Highway Secondary,40,Highway,70,Bank,100,Highway Residential,100,Highway Pedestrian,150
827,125.807,7.45016,03/06/2018,"Sun - Jun 3, 2018",1:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,01:00 - 01:59,Sunday,Park,0,Commercial Building,10,Highway Residential,20,Parking Area,40,Highway Pedestrian,50
828,125.804,7.450010000000001,06/06/2018,"Wed - Jun 6, 2018",9:30:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,09:00 - 09:59,Wednesday,Commercial Building,10,Highway Tertiary,20,Community Center,30,Highway,60,Highway Primary,60
829,125.685,7.30231,06/06/2018,"Wed - Jun 6, 2018",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,17:00 - 17:59,Wednesday,Commercial Building,0,Mall,0,Highway Residential,20,Highway Tertiary,20,Bank,80
830,125.77600000000001,7.4640699999999995,06/06/2018,"Wed - Jun 6, 2018",14:00:00,ROBBERY,Mankilam,Tagum City,With Violence Against or Intimidation of Persons,14:00 - 14:59,Wednesday,Highway Primary,20,Residential Building,50,Highway Residential,70,School,160,,
831,125.801,7.46005,07/06/2018,"Thu - Jun 7, 2018",6:00:00,THEFT,Mankilam,Tagum City,Salisi,06:00 - 06:59,Thursday,Highway Residential,20,Highway,60,Highway Pedestrian,60,Marketplace,60,Residential Building,120
832,125.667,7.277139999999999,07/06/2018,"Thu - Jun 7, 2018",5:30:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,05:00 - 05:59,Thursday,Highway Residential,10,Greenfield,30,Commercial Building,140,Highway,160,Residential Building,180
833,125.681,7.30127,07/06/2018,"Thu - Jun 7, 2018",13:10:00,MURDER,New Pandan (Pob.),Panabo City,Shooting,13:00 - 13:59,Thursday,Highway,10,Commercial Building,20,Highway Residential,20,Mall,40,Bank,50
834,125.684,7.3099300000000005,07/06/2018,"Thu - Jun 7, 2018",19:00:00,ROBBERY,San Francisco (Pob.),Panabo City,Hold-Up W/ Sharp Object,19:00 - 19:59,Thursday,Commercial Building,10,Convenience Store,10,Highway,40,Highway Residential,40,Gas Station,60
835,125.816,7.3919,07/06/2018,"Thu - Jun 7, 2018",15:02:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,15:00 - 15:59,Thursday,Highway Residential,700,Residential Building,700,Highway Tertiary,800,Cemetery,1100,Commercial Building,1200
836,125.807,7.44948,07/06/2018,"Thu - Jun 7, 2018",13:00:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,13:00 - 13:59,Thursday,Highway Residential,40,Highway Tertiary,40,Park,40,Mall,50,Bank,60
837,125.811,7.4491,08/06/2018,"Fri - Jun 8, 2018",12:30:00,THEFT,Magugpo East,Tagum City,Pick-Pocketing,12:00 - 12:59,Friday,Highway,10,Greenfield,20,Highway Pedestrian,20,Commercial Building,30,Highway Tertiary,40
838,125.677,7.287739999999999,08/06/2018,"Fri - Jun 8, 2018",20:40:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Stabbing/Hacking,20:00 - 20:59,Friday,Residential Building,0,Commercial Building,10,Highway Residential,10,Greenfield,70,Highway Tertiary,100
839,125.655,7.2857,08/06/2018,"Fri - Jun 8, 2018",21:00:00,MURDER,Maduao,Panabo City,Stabbing/Hacking,21:00 - 21:59,Friday,Highway,30,Commercial Building,120,Highway Tertiary,120,,,,
840,125.772,7.442539999999999,09/06/2018,"Sat - Jun 9, 2018",19:00:00,THEFT,San Miguel (Camp 4),Tagum City,Salisi,19:00 - 19:59,Saturday,Highway Secondary,40,Highway Residential,50,Tourist Attraction,70,Gas Station,400,Highway,400
841,125.775,7.46586,10/06/2018,"Sun - Jun 10, 2018",4:00:00,ROBBERY,Mankilam,Tagum City,Hold-Up W/ Gun,04:00 - 04:59,Sunday,Highway Primary,120,Highway Residential,300,Residential Building,300,School,400,Highway,800
842,125.807,7.451689999999999,09/06/2018,"Sat - Jun 9, 2018",0:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),00:00 - 00:59,Saturday,Commercial Building,20,School,30,Highway Pedestrian,40,Sports Center,40,Highway Residential,50
843,125.759,7.3769,29/05/2018,"Tue - May 29, 2018",9:00:00,RAPE (Art. 266-A RC & R.A.8353),Bincungan,Tagum City,"Force, Threat and Intimidation",09:00 - 09:59,Tuesday,Commercial Building,300,Highway Residential,300,Highway Pedestrian,500,Restaurant,500,Bridge,600
844,125.80799999999999,7.4387300000000005,11/06/2018,"Mon - Jun 11, 2018",14:50:00,MURDER,Visayan Village,Tagum City,Shooting,14:00 - 14:59,Monday,Highway Tertiary,20,Residential Building,60,Restaurant,60,Highway Residential,80,Church,120
845,125.79,7.4225,11/06/2018,"Mon - Jun 11, 2018",11:00:00,MURDER,Visayan Village,Tagum City,Shooting,11:00 - 11:59,Monday,Highway,20,Highway Secondary,20,Residential Building,20,Bar,110,Restaurant,180
846,125.811,7.45782,11/06/2018,"Mon - Jun 11, 2018",16:40:00,ROBBERY,Magugpo North,Tagum City,Akyat Bahay,16:00 - 16:59,Monday,Highway Tertiary,40,Highway Residential,60,Highway,300,Commercial Building,400,Hotel,400
847,125.684,7.30227,12/06/2018,"Tue - Jun 12, 2018",17:20:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,17:00 - 17:59,Tuesday,Commercial Building,20,Highway Tertiary,20,Highway Residential,30,Mall,30,Restaurant,40
848,125.61,7.396789999999999,14/06/2018,"Thu - Jun 14, 2018",16:35:00,THEFT,A. O. Floirendo,Panabo City,Salisi,16:00 - 16:59,Thursday,Industrial Building,0,Highway Tertiary,20,Highway,800,Highway Primary,800,Bridge,1100
849,125.682,7.30258,15/06/2018,"Fri - Jun 15, 2018",5:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Santo Niño (Pob.),Panabo City,Swpu (Stolen While Parked),05:00 - 05:59,Friday,Bank,10,Commercial Building,10,Highway Tertiary,10,Restaurant,20,Pharmacy,30
850,125.805,7.452160000000001,15/06/2018,"Fri - Jun 15, 2018",15:30:00,THEFT,Magugpo East,Tagum City,Cable/Electric Meter,15:00 - 15:59,Friday,Highway Residential,30,Highway Tertiary,50,Church,120,Mall,160,Gas Station,170
851,125.818,7.44999,15/06/2018,"Fri - Jun 15, 2018",22:00:00,THEFT,Magugpo East,Tagum City,Plain Theft,22:00 - 22:59,Friday,Highway Residential,40,Highway Tertiary,60,Hotel,110,School,140,Highway Pedestrian,150
852,125.815,7.458289999999999,16/06/2018,"Sat - Jun 16, 2018",4:30:00,THEFT,Magugpo North,Tagum City,Plain Theft,04:00 - 04:59,Saturday,Highway Residential,20,Commercial Building,300,Highway,300,Highway Pedestrian,300,Highway Tertiary,300
853,125.807,7.4222399999999995,16/06/2018,"Sat - Jun 16, 2018",4:00:00,ROBBERY,Visayan Village,Tagum City,Crowbar/Destroying Lock,04:00 - 04:59,Saturday,Highway Tertiary,30,Highway Residential,40,Residential Building,400,Highway Secondary,500,Highway,600
854,125.821,7.436560000000001,16/06/2018,"Sat - Jun 16, 2018",19:30:00,ROBBERY,Apokon,Tagum City,Taxi Hold-Up W/ Gun,19:00 - 19:59,Saturday,Highway Residential,10,Residential Building,20,Highway Primary,130,Highway Secondary,160,Highway Tertiary,180
855,125.8,7.44107,17/06/2018,"Sun - Jun 17, 2018",14:50:00,THEFT,Magugpo South,Tagum City,Salisi,14:00 - 14:59,Sunday,Church,0,Highway Residential,80,Highway Tertiary,80,Highway,110,,
856,125.785,7.41565,17/06/2018,"Sun - Jun 17, 2018",21:45:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,21:00 - 21:59,Sunday,Highway,40,Highway Tertiary,70,School,160,,,,
857,125.82,7.46165,17/06/2018,"Sun - Jun 17, 2018",15:00:00,ROBBERY,Magdum,Tagum City,Crowbar/Destroying Lock,15:00 - 15:59,Sunday,Highway Residential,50,Highway Secondary,70,Gas Station,80,Highway,100,Commercial Building,130
858,125.77,7.408939999999999,17/06/2018,"Sun - Jun 17, 2018",20:24:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,20:00 - 20:59,Sunday,Highway Residential,500,Highway,800,Residential Building,900,School,900,Commercial Building,1000
859,125.824,7.42943,18/06/2018,"Mon - Jun 18, 2018",16:00:00,PHYSICAL INJURIES,Apokon,Tagum City,Stabbing/Hacking,16:00 - 16:59,Monday,Residential Building,20,Highway Residential,60,Highway Primary,110,Highway Tertiary,120,Restaurant,140
860,125.805,7.44676,19/06/2018,"Tue - Jun 19, 2018",2:30:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,02:00 - 02:59,Tuesday,Highway Tertiary,10,Convenience Store,40,Commercial Building,50,Pharmacy,50,Hotel,60
861,125.77799999999999,7.44365,19/06/2018,"Tue - Jun 19, 2018",3:00:00,ROBBERY,San Miguel (Camp 4),Tagum City,Crowbar/Destroying Lock,03:00 - 03:59,Tuesday,Highway Tertiary,10,Highway Residential,80,Highway Secondary,80,,,,
862,125.801,7.4265,19/06/2018,"Tue - Jun 19, 2018",1:57:00,THEFT,Visayan Village,Tagum City,Salisi (Akyat Bahay),01:00 - 01:59,Tuesday,Highway Residential,50,Residential Building,170,,,,,,
863,125.806,7.43297,19/06/2018,"Tue - Jun 19, 2018",23:01:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Mauling,23:00 - 23:59,Tuesday,Highway Residential,40,Residential Building,50,Park,150,Sports Center,150,,
864,125.803,7.459919999999999,20/06/2018,"Wed - Jun 20, 2018",1:20:00,MURDER,Magugpo West,Tagum City,Stabbing/Hacking,01:00 - 01:59,Wednesday,Highway Secondary,40,Highway Residential,50,Highway,70,Marketplace,90,Highway Pedestrian,110
865,125.774,7.468089999999999,20/06/2018,"Wed - Jun 20, 2018",1:00:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,01:00 - 01:59,Wednesday,Highway Primary,300,Highway Residential,600,Residential Building,600,School,700,Commercial Building,900
866,125.709,7.12387,21/06/2018,"Thu - Jun 21, 2018",3:00:00,PHYSICAL INJURIES,San Agustin,Samal City,Stabbing/Hacking,03:00 - 03:59,Thursday,Highway,160,Highway Secondary,180,Highway Residential,300,Highway Tertiary,700,Highway Pedestrian,800
867,125.677,7.2930399999999995,15/06/2018,"Fri - Jun 15, 2018",17:00:00,THEFT,Gredu (Pob.),Panabo City,Qualified Theft,17:00 - 17:59,Friday,Gas Station,0,Commercial Building,10,Highway Tertiary,10,Highway,40,Highway Residential,60
868,125.679,7.28742,21/06/2018,"Thu - Jun 21, 2018",16:00:00,PHYSICAL INJURIES,Cagangohan,Panabo City,Mauling,16:00 - 16:59,Thursday,Residential Building,0,Commercial Building,10,Highway Residential,10,Highway Tertiary,120,,
869,125.804,7.44544,21/06/2018,"Thu - Jun 21, 2018",15:30:00,Drug Related Incident (RA 9165),Magugpo Poblacion,Tagum City,Not Indicated,15:00 - 15:59,Thursday,Highway Residential,20,Highway Tertiary,50,Bar,90,Commercial Building,90,Greenfield,110
870,125.803,7.45878,22/06/2018,"Fri - Jun 22, 2018",3:30:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Mauling,03:00 - 03:59,Friday,Highway Residential,20,Commercial Building,40,Hotel,40,Highway Secondary,50,Highway,190
871,125.781,7.09455,20/06/2018,"Wed - Jun 20, 2018",16:05:00,THEFT,Aundanao,Samal City,Qualified Theft,16:00 - 16:59,Wednesday,Highway Tertiary,90,Commercial Building,500,Residential Building,500,School,500,Highway Pedestrian,600
872,125.821,7.45397,22/06/2018,"Fri - Jun 22, 2018",3:00:00,PHYSICAL INJURIES,Magugpo East,Tagum City,Stabbing/Hacking,03:00 - 03:59,Friday,Highway Residential,30,Highway Tertiary,30,School,130,Residential Building,140,,
873,125.69200000000001,7.3176,22/06/2018,"Fri - Jun 22, 2018",11:10:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,11:00 - 11:59,Friday,Commercial Building,10,Highway Residential,10,Highway Tertiary,150,,,,
874,125.68299999999999,7.3087100000000005,22/06/2018,"Fri - Jun 22, 2018",16:45:00,THEFT,San Francisco (Pob.),Panabo City,Salisi (Establishment),16:00 - 16:59,Friday,Commercial Building,10,Highway Residential,20,Highway Primary,40,Marketplace,50,Restaurant,50
875,125.71,7.29638,23/06/2018,"Sat - Jun 23, 2018",0:20:00,Drug Related Incident (RA 9165),San Pedro,Panabo City,Not Indicated,00:00 - 00:59,Saturday,Commercial Building,10,Highway Residential,10,Highway Tertiary,130,School,140,,
876,125.814,7.4588600000000005,23/06/2018,"Sat - Jun 23, 2018",6:00:00,THEFT,Magugpo North,Tagum City,Salisi,06:00 - 06:59,Saturday,Highway Residential,20,Highway Tertiary,150,Commercial Building,400,Highway Pedestrian,400,Hotel,400
877,125.788,7.45665,23/06/2018,"Sat - Jun 23, 2018",22:13:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,22:00 - 22:59,Saturday,Highway Residential,70,Convenience Store,300,Highway,300,Highway Pedestrian,300,Highway Primary,300
878,125.802,7.4558,23/06/2018,"Sat - Jun 23, 2018",23:56:00,PHYSICAL INJURIES,Magugpo West,Tagum City,Shooting,23:00 - 23:59,Saturday,Commercial Building,40,Highway Residential,40,Highway Tertiary,40,Hotel,40,Highway Secondary,70
879,125.807,7.44988,23/06/2018,"Sat - Jun 23, 2018",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),21:00 - 21:59,Saturday,Park,0,Highway Residential,10,Highway Tertiary,30,Commercial Building,40,Parking Area,50
880,125.68299999999999,7.30635,24/06/2018,"Sun - Jun 24, 2018",22:00:00,PHYSICAL INJURIES,San Francisco (Pob.),Panabo City,Stabbing/Hacking,22:00 - 22:59,Sunday,Highway,10,Highway Pedestrian,10,Highway Tertiary,10,Gas Station,20,Hospital,30
881,125.698,7.16183,24/06/2018,"Sun - Jun 24, 2018",18:00:00,THEFT,Tambo,Samal City,Salisi (Cellphone),18:00 - 18:59,Sunday,Highway,70,Highway Tertiary,140,Road,300,Residential Building,600,Commercial Building,700
882,125.819,7.4518,22/06/2018,"Fri - Jun 22, 2018",20:30:00,THEFT,Magugpo East,Tagum City,Salisi,20:00 - 20:59,Friday,Highway Residential,30,School,140,Commercial Building,150,Highway Tertiary,200,,
883,125.773,7.44358,25/06/2018,"Mon - Jun 25, 2018",2:20:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,02:00 - 02:59,Monday,Highway Secondary,60,Highway Residential,170,Highway,190,,,,
884,125.802,7.458710000000001,26/06/2018,"Tue - Jun 26, 2018",3:30:00,ROBBERY,Magugpo West,Tagum City,Breaking and Entering,03:00 - 03:59,Tuesday,Highway Secondary,70,Commercial Building,90,Hotel,90,Highway Residential,110,Residential Building,110
885,125.78399999999999,7.415260000000001,26/06/2018,"Tue - Jun 26, 2018",13:30:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,13:00 - 13:59,Tuesday,Highway,30,Highway Tertiary,50,School,90,,,,
886,125.684,7.134119999999999,26/06/2018,"Tue - Jun 26, 2018",17:35:00,Drug Related Incident (RA 9165),Moncado (Pob.),Samal City,Not Indicated,17:00 - 17:59,Tuesday,Highway Pedestrian,20,Transport Terminal,20,Beach,170,Highway Tertiary,180,Highway Residential,190
887,125.772,7.44297,26/06/2018,"Tue - Jun 26, 2018",13:40:00,Drug Related Incident (RA 9165),San Miguel (Camp 4),Tagum City,Not Indicated,13:00 - 13:59,Tuesday,Highway Secondary,10,Highway Residential,80,Tourist Attraction,90,Highway,300,Gas Station,400
888,125.819,7.45943,27/06/2018,"Wed - Jun 27, 2018",1:00:00,ROBBERY,Magugpo North,Tagum City,With Violence Against or Intimidation of Persons,01:00 - 01:59,Wednesday,Highway,10,Highway Pedestrian,10,Highway Residential,10,Church,50,Gas Station,70
889,125.805,7.4438699999999995,27/06/2018,"Wed - Jun 27, 2018",2:00:00,ROBBERY,Magugpo Poblacion,Tagum City,With Violence Against or Intimidation of Persons,02:00 - 02:59,Wednesday,Highway Tertiary,10,Restaurant,40,Highway Residential,90,School,110,Commercial Building,150
890,125.801,7.4775,27/06/2018,"Wed - Jun 27, 2018",12:57:00,THEFT,La Filipina,Tagum City,Salisi (Establishment),12:00 - 12:59,Wednesday,Cemetery,0,Highway Residential,20,Highway Pedestrian,70,Residential Building,80,,
891,125.816,7.45748,27/06/2018,"Wed - Jun 27, 2018",20:45:00,PHYSICAL INJURIES,Magugpo North,Tagum City,Stabbing/Hacking,20:00 - 20:59,Wednesday,Highway Residential,30,Commercial Building,80,Community Center,80,Highway Pedestrian,130,Highway,140
892,125.806,7.43388,28/06/2018,"Thu - Jun 28, 2018",3:27:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,03:00 - 03:59,Thursday,Residential Building,30,Highway Residential,50,Park,60,Sports Center,70,,
893,125.806,7.44797,23/06/2018,"Sat - Jun 23, 2018",4:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,04:00 - 04:59,Saturday,Bank,10,Highway Tertiary,20,Hospital,30,Greenfield,60,Commercial Building,90
894,125.77,7.44405,28/06/2018,"Thu - Jun 28, 2018",22:00:00,PHYSICAL INJURIES,San Miguel (Camp 4),Tagum City,Mauling,22:00 - 22:59,Thursday,Highway Secondary,170,Highway,300,Highway Residential,300,Hotel,300,Tourist Attraction,300
895,125.619,7.288310000000001,14/04/2018,"Sat - Apr 14, 2018",21:05:00,THEFT,Katualan,Panabo City,Plain Theft,21:00 - 21:59,Saturday,Commercial Building,90,Highway Tertiary,110,Highway,800,Road,900,School,1400
896,125.8,7.46197,29/06/2018,"Fri - Jun 29, 2018",18:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),18:00 - 18:59,Friday,Highway Secondary,20,Highway,60,Highway Tertiary,60,Highway Pedestrian,70,Marketplace,70
897,125.806,7.4462,30/06/2018,"Sat - Jun 30, 2018",1:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),01:00 - 01:59,Saturday,Greenfield,10,Highway Tertiary,20,Commercial Building,70,Hotel,70,Community Center,90
898,125.804,7.429289999999999,30/06/2018,"Sat - Jun 30, 2018",10:45:00,THEFT,Visayan Village,Tagum City,Salisi (Establishment),10:00 - 10:59,Saturday,Highway Residential,110,Residential Building,300,Commercial Building,400,Greenfield,600,Highway Tertiary,700
899,125.70700000000001,7.075830000000001,01/07/2018,"Sun - Jul 1, 2018",0:27:00,PHYSICAL INJURIES,Peñaplata (Pob.),Samal City,Stabbing/Hacking,00:00 - 00:59,Sunday,Highway,10,Highway Primary,10,Highway Secondary,10,Highway Tertiary,10,Residential Building,60
900,125.816,7.391839999999999,30/06/2018,"Sat - Jun 30, 2018",19:20:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,19:00 - 19:59,Saturday,Highway Residential,700,Residential Building,700,Highway Tertiary,800,Cemetery,1100,Commercial Building,1200
901,125.79899999999999,7.42507,30/06/2018,"Sat - Jun 30, 2018",19:00:00,ROBBERY,Visayan Village,Tagum City,Destroying Window,19:00 - 19:59,Saturday,Residential Building,30,Highway Residential,40,Hotel,130,,,,
902,125.803,7.44993,01/07/2018,"Sun - Jul 1, 2018",18:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,18:00 - 18:59,Sunday,Commercial Building,10,Highway Tertiary,20,Highway Residential,30,Tourist Attraction,30,Gas Station,40
903,125.80799999999999,7.4178,01/07/2018,"Sun - Jul 1, 2018",20:00:00,ROBBERY,Visayan Village,Tagum City,Hold-Up W/ Gun,20:00 - 20:59,Sunday,Highway Secondary,20,Highway Residential,90,Residential Building,120,,,,
904,125.78399999999999,7.4554100000000005,01/07/2018,"Sun - Jul 1, 2018",20:30:00,THEFT,Mankilam,Tagum City,Salisi,20:00 - 20:59,Sunday,Sports Center,0,Highway Pedestrian,10,Recreational Area,50,Commercial Building,70,Highway Tertiary,90
905,125.774,7.468710000000001,01/07/2018,"Sun - Jul 1, 2018",19:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Stabbing/Hacking,19:00 - 19:59,Sunday,Highway Primary,400,Residential Building,600,Highway Residential,700,School,700,Commercial Building,900
906,125.777,7.46365,01/07/2018,"Sun - Jul 1, 2018",19:52:00,Drug Related Incident (RA 9165),Magugpo East,Tagum City,Not Indicated,19:00 - 19:59,Sunday,Residential Building,10,Highway Primary,20,Highway Residential,20,School,40,,
907,125.805,7.44584,02/07/2018,"Mon - Jul 2, 2018",1:36:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,01:00 - 01:59,Monday,Greenfield,10,Highway Tertiary,30,Highway Residential,80,Commercial Building,100,Hotel,100
908,125.68299999999999,7.29679,02/07/2018,"Mon - Jul 2, 2018",15:50:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,15:00 - 15:59,Monday,Commercial Building,10,Highway Residential,20,Residential Building,50,Highway Tertiary,100,School,100
909,125.675,7.297289999999999,02/07/2018,"Mon - Jul 2, 2018",21:05:00,Drug Related Incident (RA 9165),Gredu (Pob.),Panabo City,Not Indicated,21:00 - 21:59,Monday,Commercial Building,10,Highway Residential,10,Highway Tertiary,50,School,60,Residential Building,110
910,125.82700000000001,7.42175,02/07/2018,"Mon - Jul 2, 2018",3:15:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Gun,03:00 - 03:59,Monday,Highway Pedestrian,20,Highway Primary,30,Commercial Building,50,Hospital,50,School,50
911,125.79899999999999,7.46065,02/07/2018,"Mon - Jul 2, 2018",15:00:00,THEFT,Magugpo West,Tagum City,Salisi,15:00 - 15:59,Monday,Highway,10,Highway Pedestrian,10,Commercial Building,30,Bank,40,Transport Terminal,60
912,125.82,7.4233899999999995,02/07/2018,"Mon - Jul 2, 2018",22:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,22:00 - 22:59,Monday,Highway Residential,30,Residential Building,60,Convenience Store,500,Community Center,700,Highway,700
913,125.566,7.2903,01/07/2018,"Sun - Jul 1, 2018",22:00:00,PHYSICAL INJURIES,Malativas,Panabo City,Mauling,22:00 - 22:59,Sunday,Commercial Building,400,Highway Residential,400,Highway Tertiary,400,School,400,Residential Building,500
914,125.82700000000001,7.426260000000001,02/07/2018,"Mon - Jul 2, 2018",2:00:00,ROBBERY,Apokon,Tagum City,Agaw-Armas,02:00 - 02:59,Monday,Gas Station,10,Highway Residential,30,Highway Pedestrian,40,Highway Primary,50,School,100
915,125.77,7.4099699999999995,03/07/2018,"Tue - Jul 3, 2018",7:00:00,PHYSICAL INJURIES,Canocotan,Tagum City,Shooting,07:00 - 07:59,Tuesday,Highway Residential,500,Highway,900,Hotel,1000,Residential Building,1000,School,1000
916,125.78,7.390960000000001,02/07/2018,"Mon - Jul 2, 2018",18:30:00,RAPE (Art. 266-A RC & R.A.8353),San Isidro,Tagum City,"Force, Threat and Intimidation",18:00 - 18:59,Monday,Highway Residential,500,Bridge,600,Highway Pedestrian,600,Highway Primary,600,Residential Building,600
917,125.69200000000001,7.3189,15/06/2018,"Fri - Jun 15, 2018",19:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Salvacion,Panabo City,Forcibly Taken,19:00 - 19:59,Friday,Commercial Building,10,Highway Residential,10,Highway Tertiary,300,Church,400,Highway,400
