,lng,lat,date,customdate,time,crime,barangay,city,modus,placetype,land area sq km,"Household,number of households","Household,total annual household expenditure","Household,total annual household income","Housing,dwelling tenure status,Own house rent lot","Housing,dwelling tenure status,Own house rent,free lot with consent of owner","Housing,dwelling tenure status,Own house rent,free lot without consent of owner","Housing,dwelling tenure status,Own or owner,like possession of house and lot","Housing,dwelling tenure status,Rent house/ room including lot","Housing,dwelling tenure status,Rent,free house and lot with consent of owner","Housing,dwelling tenure status,Rent,free house and lot without consent of owner","Housing,occupied housing,Commercial/industrial/agricultural,household","Housing,occupied housing,Commercial/industrial/agricultural,population","Housing,occupied housing,Duplex,household","Housing,occupied housing,Duplex,population","Housing,occupied housing,Institutional living quarter,household","Housing,occupied housing,Institutional living quarter,population","Housing,occupied housing,Multiunit residential,household","Housing,occupied housing,Multiunit residential,population","Housing,occupied housing,Not Reported,household","Housing,occupied housing,Not Reported,population","Housing,occupied housing,Others,household","Housing,occupied housing,Others,population","Housing,occupied housing,Single house,household","Housing,occupied housing,Single house,population"
92,125.81700000000001,7.46005,25/08/2017,"Fri - Aug 25, 2017",7:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
93,125.75200000000001,7.091989999999999,25/08/2017,"Fri - Aug 25, 2017",0:30:00,PHYSICAL INJURIES,Tagbitan-Ag,Samal City,Shooting,rural,6.24,563,107021504,139127956,8,89,8,383,31,44,1,0,2,28,105,0,0,9,33,0,1,0,0,526,2113
94,125.80799999999999,7.448119999999999,25/08/2017,"Fri - Aug 25, 2017",14:30:00,THEFT,Magugpo Poblacion,Tagum City,Plain Theft,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
95,125.789,7.422689999999999,25/08/2017,"Fri - Aug 25, 2017",16:35:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,1941,368745870,479369631,28,307,27,1320,106,151,3,4,13,137,558,1,2,140,486,1,4,0,0,1658,7282
96,125.835,7.47107,26/08/2017,"Sat - Aug 26, 2017",1:00:00,THEFT,Magdum,Tagum City,Plain Theft,urban,7.86,2437,463017184,601922339,35,385,34,"1,658",133,190,4,4,16,172,700,1,3,176,611,1,5,0,0,2082,9144
97,125.803,7.41748,26/08/2017,"Sat - Aug 26, 2017",9:04:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
98,125.686,7.306260000000001,26/08/2017,"Sat - Aug 26, 2017",11:00:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1030,195632594,254322372,15,163,14,701,56,80,2,1,2,74,296,0,0,80,308,1,2,0,0,875,3818
99,125.822,7.4168,27/08/2017,"Sun - Aug 27, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
100,125.757,6.92391,27/08/2017,"Sun - Aug 27, 2017",21:00:00,PHYSICAL INJURIES,Libertad,Samal City,Hacking,rural,6.81,615,116777473,151810715,9,97,8,418,33,48,1,1,2,31,115,0,0,10,36,0,1,0,0,574,2305
101,125.806,7.4419699999999995,27/08/2017,"Sun - Aug 27, 2017",3:00:00,PHYSICAL INJURIES,Magugpo Poblacion,Tagum City,Stabbing/Hacking,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
102,125.805,7.44716,27/08/2017,"Sun - Aug 27, 2017",21:05:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
103,125.81299999999999,7.457839999999999,27/08/2017,"Sun - Aug 27, 2017",22:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo North,Tagum City,Swpu (Stolen While Parked),urban,7.19,2229,423495749,550544473,32,352,31,1516,121,173,3,4,15,158,640,1,3,161,559,1,5,0,0,1904,8364
104,125.78200000000001,7.46088,27/08/2017,"Sun - Aug 27, 2017",23:00:00,PHYSICAL INJURIES,Mankilam,Tagum City,Mauling,urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
105,125.78399999999999,7.458239999999999,27/08/2017,"Sun - Aug 27, 2017",23:00:00,THEFT,Mankilam,Tagum City,Salisi (Establishment),urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
106,125.822,7.43607,28/08/2017,"Mon - Aug 28, 2017",3:00:00,ROBBERY,Apokon,Tagum City,Destroying Window,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
107,125.806,7.432939999999999,28/08/2017,"Mon - Aug 28, 2017",12:50:00,MURDER,Visayan Village,Tagum City,Shooting,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
108,125.81200000000001,7.39728,28/08/2017,"Mon - Aug 28, 2017",21:30:00,HOMICIDE,Madaum,Tagum City,Shooting,urban,8.25,"2,557",485905171,631676723,36,404,35,"1,740",139,199,4,5,17,181,735,1,3,184,641,1,5,0,0,2185,9596
109,125.806,7.44918,28/08/2017,"Mon - Aug 28, 2017",21:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
110,125.79799999999999,7.46052,29/08/2017,"Tue - Aug 29, 2017",2:20:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
111,125.82,7.4504600000000005,30/08/2017,"Wed - Aug 30, 2017",3:00:00,THEFT,Magugpo East,Tagum City,Salisi (Akyat Bahay),urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
112,125.801,7.45182,30/08/2017,"Wed - Aug 30, 2017",9:00:00,THEFT,Magugpo Poblacion,Tagum City,Shoplifting,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
113,125.81200000000001,7.381710000000001,30/08/2017,"Wed - Aug 30, 2017",15:30:00,MURDER,Madaum,Tagum City,Shooting,urban,8.25,"2,557",485905171,631676723,36,404,35,"1,740",139,199,4,5,17,181,735,1,3,184,641,1,5,0,0,2185,9596
114,125.801,7.4753,30/08/2017,"Wed - Aug 30, 2017",20:45:00,MURDER,La Filipina,Tagum City,Shooting,urban,11.84,"3,671",697517078,906772201,52,580,51,"2,498",200,285,5,7,24,260,1055,2,4,265,920,2,8,0,0,3136,13775
115,125.803,7.4485399999999995,31/08/2017,"Thu - Aug 31, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
116,125.82799999999999,7.4222399999999995,31/08/2017,"Thu - Aug 31, 2017",10:00:00,THEFT,Apokon,Tagum City,Bag Snatching,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
117,125.678,7.27655,31/08/2017,"Thu - Aug 31, 2017",21:10:00,Drug Related Incident (RA 9165),J.P. Laurel,Panabo City,Not Indicated,urban,8.93,1559,296293963,385182152,22,246,21,1061,85,121,2,1,3,112,449,0,0,120,467,1,4,0,0,1325,5783
118,125.693,7.3033,31/08/2017,"Thu - Aug 31, 2017",22:45:00,Drug Related Incident (RA 9165),Santo Niño (Pob.),Panabo City,Not Indicated,urban,5.89,1030,195632594,254322372,15,163,14,701,56,80,2,1,2,74,296,0,0,80,308,1,2,0,0,875,3818
119,125.806,7.44767,31/08/2017,"Thu - Aug 31, 2017",13:47:00,THEFT,Magugpo Poblacion,Tagum City,Pick-Pocketing,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
120,125.816,7.38807,31/08/2017,"Thu - Aug 31, 2017",5:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,"2,557",485905171,631676723,36,404,35,"1,740",139,199,4,5,17,181,735,1,3,184,641,1,5,0,0,2185,9596
121,125.816,7.389130000000001,31/08/2017,"Thu - Aug 31, 2017",17:50:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,"2,557",485905171,631676723,36,404,35,"1,740",139,199,4,5,17,181,735,1,3,184,641,1,5,0,0,2185,9596
122,125.81,7.38015,31/08/2017,"Thu - Aug 31, 2017",5:30:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,"2,557",485905171,631676723,36,404,35,"1,740",139,199,4,5,17,181,735,1,3,184,641,1,5,0,0,2185,9596
123,125.806,7.45603,01/09/2017,"Fri - Sep 1, 2017",9:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
124,125.79700000000001,7.4345,02/09/2017,"Sat - Sep 2, 2017",5:00:00,ROBBERY,Visayan Village,Tagum City,Breaking and Entering,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
125,125.805,7.441730000000001,02/09/2017,"Sat - Sep 2, 2017",2:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo Poblacion,Tagum City,Not Indicated,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
126,125.803,7.4503699999999995,03/09/2017,"Sun - Sep 3, 2017",16:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
127,125.824,7.42122,04/09/2017,"Mon - Sep 4, 2017",0:58:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
128,125.76899999999999,6.927239999999999,04/09/2017,"Mon - Sep 4, 2017",7:30:00,THEFT,Pangubatan (Talicod I),Samal City,Salisi (Others),rural,3.96,357,67899580,88269454,5,56,5,243,19,28,1,0,1,18,67,0,0,6,21,0,0,0,0,334,1340
129,125.803,7.456460000000001,04/09/2017,"Mon - Sep 4, 2017",3:57:00,THEFT,Magugpo West,Tagum City,Salisi,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
130,125.816,7.39186,04/09/2017,"Mon - Sep 4, 2017",18:55:00,Drug Related Incident (RA 9165),Madaum,Tagum City,Not Indicated,urban,8.25,"2,557",485905171,631676723,36,404,35,"1,740",139,199,4,5,17,181,735,1,3,184,641,1,5,0,0,2185,9596
131,125.77600000000001,7.4439,04/09/2017,"Mon - Sep 4, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"4,131",784854011,1020310214,59,653,57,"2,810",225,321,6,8,27,292,1187,2,5,298,1035,2,9,0,0,3529,15500
132,125.633,7.33246,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold-Up W/ Gun,rural,5.23,914,173730053,225849069,13,144,13,622,50,71,1,1,2,65,263,0,0,71,274,1,2,0,0,777,3391
133,125.678,7.28672,05/09/2017,"Tue - Sep 5, 2017",18:20:00,Drug Related Incident (RA 9165),Cagangohan,Panabo City,Not Indicated,urban,18.74,"3,274",622122487,808759233,46,517,45,"2,228",178,255,5,2,7,234,943,0,0,253,980,2,8,0,1,2783,12141
134,125.67299999999999,7.311560000000001,05/09/2017,"Tue - Sep 5, 2017",23:35:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,urban,22.54,"3,937",748118548,972554112,56,622,54,"2,679",215,306,6,2,9,282,1134,0,0,304,1178,2,9,0,1,3347,14600
135,125.63600000000001,7.332330000000001,05/09/2017,"Tue - Sep 5, 2017",18:30:00,ROBBERY,Nanyo,Panabo City,Hold Up,rural,5.23,914,173730053,225849069,13,144,13,622,50,71,1,1,2,65,263,0,0,71,274,1,2,0,0,777,3391
136,125.816,7.43575,06/09/2017,"Wed - Sep 6, 2017",23:50:00,Drug Related Incident (RA 9165),Apokon,Tagum City,Not Indicated,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
137,125.803,7.4305,06/09/2017,"Wed - Sep 6, 2017",0:00:00,THEFT,Visayan Village,Tagum City,Salisi,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
138,125.818,7.4395,06/09/2017,"Wed - Sep 6, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
139,125.802,7.44057,06/09/2017,"Wed - Sep 6, 2017",23:12:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo South,Tagum City,Swpu (Stolen While Parked),urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
140,125.807,7.433860000000001,07/09/2017,"Thu - Sep 7, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
141,125.803,7.4573100000000005,07/09/2017,"Thu - Sep 7, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo West,Tagum City,Swpu (Stolen While Parked),urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
142,125.811,7.4462,07/09/2017,"Thu - Sep 7, 2017",3:36:00,ROBBERY,Magugpo Poblacion,Tagum City,Destroying Window,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
143,125.693,7.3173699999999995,07/09/2017,"Thu - Sep 7, 2017",22:45:00,Drug Related Incident (RA 9165),Salvacion,Panabo City,Not Indicated,urban,12.95,2263,429967203,558957365,32,358,31,1540,123,176,3,1,5,162,651,0,0,175,677,1,5,0,1,1923,8391
144,125.82600000000001,7.44043,08/09/2017,"Fri - Sep 8, 2017",0:20:00,THEFT,Apokon,Tagum City,Salisi (Cellphone),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
145,125.79799999999999,7.477410000000001,08/09/2017,"Fri - Sep 8, 2017",3:00:00,THEFT,La Filipina,Tagum City,Salisi (Akyat Bahay),urban,11.84,"3,671",697517078,906772201,52,580,51,"2,498",200,285,5,7,24,260,1055,2,4,265,920,2,8,0,0,3136,13775
146,125.823,7.452260000000001,08/09/2017,"Fri - Sep 8, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
147,125.79899999999999,7.446160000000001,08/09/2017,"Fri - Sep 8, 2017",4:00:00,THEFT,Magugpo South,Tagum City,Salisi (Akyat Bahay),urban,8.33,"2,584",490935996,638216795,37,408,36,"1,758",141,201,4,5,17,183,742,1,3,186,648,1,5,0,0,2208,9695
148,125.771,7.4429,09/09/2017,"Sat - Sep 9, 2017",3:30:00,ROBBERY,San Miguel (Camp 4),Tagum City,With Violence Against or Intimidation of Persons,urban,13.32,"4,131",784854011,1020310214,59,653,57,"2,810",225,321,6,8,27,292,1187,2,5,298,1035,2,9,0,0,3529,15500
149,125.818,7.4392,09/09/2017,"Sat - Sep 9, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
150,125.773,7.4435199999999995,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"4,131",784854011,1020310214,59,653,57,"2,810",225,321,6,8,27,292,1187,2,5,298,1035,2,9,0,0,3529,15500
151,125.804,7.44756,09/09/2017,"Sat - Sep 9, 2017",20:01:00,Drug Related Incident (RA 9165),Canocotan,Tagum City,Not Indicated,urban,6.26,1941,368745870,479369631,28,307,27,1320,106,151,3,4,13,137,558,1,2,140,486,1,4,0,0,1658,7282
152,125.821,7.4492,09/09/2017,"Sat - Sep 9, 2017",7:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo East,Tagum City,Swpu (Stolen While Parked),urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
153,125.803,7.4462,10/09/2017,"Sun - Sep 10, 2017",1:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Magugpo Poblacion,Tagum City,Swpu (Stolen While Parked),urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
154,125.77799999999999,7.46243,10/09/2017,"Sun - Sep 10, 2017",4:30:00,ROBBERY,Mankilam,Tagum City,Breaking and Entering,urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
155,125.819,7.4398800000000005,10/09/2017,"Sun - Sep 10, 2017",22:00:00,ROBBERY,Apokon,Tagum City,Hold-Up W/ Sharp Object,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
156,125.79299999999999,7.492389999999999,10/09/2017,"Sun - Sep 10, 2017",18:30:00,ROBBERY,Cuambogan,Tagum City,Crowbar/Destroying Lock,urban,8.16,"2,531",480964992,625254490,36,400,35,"1,722",138,197,4,5,17,179,727,1,3,183,634,1,5,0,0,2163,9498
157,125.68700000000001,7.06698,11/09/2017,"Mon - Sep 11, 2017",0:00:00,THEFT,Catagman,Samal City,Salisi (Establishment),rural,3.71,335,63585383,82660998,5,53,5,228,18,26,0,0,1,17,63,0,0,5,19,0,0,0,0,312,1255
158,125.81200000000001,7.44905,11/09/2017,"Mon - Sep 11, 2017",10:35:00,THEFT,Magugpo East,Tagum City,Shoplifting,urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
159,125.67200000000001,7.08518,11/09/2017,"Mon - Sep 11, 2017",19:00:00,RAPE (Art. 266-A RC & R.A.8353),Limao,Samal City,"Force, Threat and Intimidation",rural,7.13,644,122415344,159139947,9,102,9,438,35,50,1,1,2,32,121,0,0,10,37,0,1,0,0,601,2416
160,125.686,7.305619999999999,11/09/2017,"Mon - Sep 11, 2017",17:30:00,THEFT,Santo Niño (Pob.),Panabo City,Shoplifting,urban,5.89,1030,195632594,254322372,15,163,14,701,56,80,2,1,2,74,296,0,0,80,308,1,2,0,0,875,3818
161,125.804,7.4320699999999995,12/09/2017,"Tue - Sep 12, 2017",4:30:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
162,125.789,7.45765,12/09/2017,"Tue - Sep 12, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Mankilam,Tagum City,Swpu (Stolen While Parked),urban,29.97,"9,294","1,765,910,194","2,295,683,253",132,"1,468",128,"6,323",506,723,14,17,61,657,"2,670",4,11,670,"2,329",5,19,0,0,"7,941","34,875"
163,125.805,7.45097,12/09/2017,"Tue - Sep 12, 2017",15:00:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
164,125.822,7.4504600000000005,12/09/2017,"Tue - Sep 12, 2017",22:00:00,RAPE (Art. 266-A RC & R.A.8353),Magugpo East,Tagum City,"Force, Threat and Intimidation",urban,11.1,"3,441",653871272,850032654,49,544,47,"2,341",188,268,5,6,23,243,989,1,4,248,862,2,7,0,0,2940,12913
165,125.824,7.42122,13/09/2017,"Wed - Sep 13, 2017",2:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Apokon,Tagum City,Swpu (Stolen While Parked),urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
166,125.802,7.4565,14/09/2017,"Thu - Sep 14, 2017",4:30:00,ROBBERY,Magugpo West,Tagum City,Cellphone Snatching,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
167,125.802,7.47335,14/09/2017,"Thu - Sep 14, 2017",17:45:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,La Filipina,Tagum City,Swpu (Stolen While Parked),urban,11.84,"3,671",697517078,906772201,52,580,51,"2,498",200,285,5,7,24,260,1055,2,4,265,920,2,8,0,0,3136,13775
168,125.68799999999999,7.131639999999999,15/09/2017,"Fri - Sep 15, 2017",0:25:00,MURDER,Moncado (Pob.),Samal City,Shooting,rural,10.7,966,183549479,238614322,14,153,13,657,53,75,1,1,3,48,181,0,0,15,56,0,1,0,0,902,3623
169,125.76,7.051019999999999,16/09/2017,"Sat - Sep 16, 2017",15:10:00,PHYSICAL INJURIES,Tagbay,Samal City,Mauling,rural,4.02,363,68978129,89671568,5,57,5,247,20,28,1,0,1,18,68,0,0,6,21,0,0,0,0,339,1362
170,125.67,7.3017,16/09/2017,"Sat - Sep 16, 2017",10:32:00,Drug Related Incident (RA 9165),New Visayas,Panabo City,Not Indicated,urban,22.54,"3,937",748118548,972554112,56,622,54,"2,679",215,306,6,2,9,282,1134,0,0,304,1178,2,9,0,1,3347,14600
171,125.681,7.29953,16/09/2017,"Sat - Sep 16, 2017",18:00:00,Drug Related Incident (RA 9165),New Pandan (Pob.),Panabo City,Not Indicated,urban,9.03,1577,299680954,389585240,22,249,22,1073,86,123,2,1,3,113,454,0,0,122,472,1,4,0,0,1341,5849
172,125.804,7.44614,16/09/2017,"Sat - Sep 16, 2017",16:05:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
173,125.802,7.46184,16/09/2017,"Sat - Sep 16, 2017",19:20:00,Vehicular Traffic Accident,Magugpo West,Tagum City,Not Indicated,urban,10.74,"3,331",632932163,822811812,47,526,46,"2,266",182,259,5,6,22,236,957,1,4,240,835,2,7,0,0,2846,12500
174,125.81299999999999,7.44505,17/09/2017,"Sun - Sep 17, 2017",3:20:00,Vehicular Traffic Accident,Apokon,Tagum City,Not Indicated,urban,22.88,"7,095","1,348,034,466","1,752,444,806",101,"1,121",98,"4,827",387,552,10,13,47,502,"2,038",3,8,512,"1,778",4,15,0,0,6062,26622
175,125.804,7.44905,17/09/2017,"Sun - Sep 17, 2017",12:45:00,THEFT,Magugpo Poblacion,Tagum City,Salisi,urban,2.43,755,143446495,186480443,11,119,10,514,41,59,1,1,5,53,217,0,1,54,189,0,2,0,0,645,2833
176,125.74700000000001,7.374110000000001,17/09/2017,"Sun - Sep 17, 2017",16:20:00,Vehicular Traffic Accident,Liboganon,Tagum City,Not Indicated,rural,1.75,544,103290541,134277703,8,86,7,370,30,42,1,1,4,38,156,0,1,39,136,0,1,0,0,464,2040
177,125.805,7.4325399999999995,17/09/2017,"Sun - Sep 17, 2017",22:11:00,PHYSICAL INJURIES,Visayan Village,Tagum City,Shooting,urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
178,125.77600000000001,7.44433,18/09/2017,"Mon - Sep 18, 2017",4:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,San Miguel (Camp 4),Tagum City,Swpu (Stolen While Parked),urban,13.32,"4,131",784854011,1020310214,59,653,57,"2,810",225,321,6,8,27,292,1187,2,5,298,1035,2,9,0,0,3529,15500
179,125.803,7.4321399999999995,18/09/2017,"Mon - Sep 18, 2017",5:00:00,ANTI-CARNAPPING ACT (R.A. 6539) MC,Visayan Village,Tagum City,Swpu (Stolen While Parked),urban,31.0,"9,612","1,826,370,739","2,374,281,961",136,"1,519",132,"6,540",524,748,14,18,63,680,"2,762",4,11,693,"2,409",5,20,0,0,"8,212","36,069"
